Region,District,Sub-county,0-4,0-8,0-17,6-12,13-18,18-30,14-64,60+,15-24,15-29,Females 15 - 49,65+
Eastern,Busia,Busime,"3,589","6,266","11,040","4,333","2,857","3,417","8,774",890,"3,520","4,529","3,952",645
Eastern,Busia,Busitema,"3,100","5,473","9,991","3,971","2,702","3,208","8,214",820,"3,283","4,212","3,516",552
Eastern,Busia,Buteba,"5,095","9,021","16,075","6,459","4,165","5,177","13,471","1,192","5,234","6,835","5,854",808
Eastern,Busia,Buyanga,"3,523","6,194","11,144","4,489","2,937","3,472","8,691",755,"3,563","4,629","3,767",493
Eastern,Busia,Dabani,"5,030","8,807","16,031","6,305","4,479","5,924","13,914","1,049","5,846","7,603","6,163",733
Eastern,Busia,Lumino,"2,545","4,566","8,288","3,324","2,264","2,857","7,278",783,"2,910","3,770","3,268",585
Eastern,Busia,Lunyo,"2,814","4,848","8,632","3,408","2,262","2,758","7,236",847,"2,839","3,611","3,139",596
Eastern,Busia,Majanji,"2,031","3,567","6,367","2,474","1,681","1,974","5,144",567,"2,059","2,631","2,312",428
Eastern,Busia,Masaba,"4,233","7,543","13,626","5,404","3,795","4,432","11,397","1,234","4,678","5,919","5,022",869
Eastern,Busia,Masafu,"3,741","6,502","11,846","4,693","3,215","3,811","9,721",862,"3,958","5,081","4,292",605
Eastern,Busia,Masinya,"3,654","6,380","11,551","4,636","3,104","3,819","9,599","1,018","3,807","4,933","4,247",748
Eastern,Busia,Sikuda,"3,592","6,317","10,993","4,375","2,778","3,758","9,007",699,"3,622","4,794","3,988",469
Eastern,Busia,District,"58,812","102,816","184,493","72,417","50,106","66,202","160,359","13,356","64,893","85,099","72,678","9,294"
Eastern,Butaleja,Budumba,"4,667","8,102","14,017","5,648","3,367","4,146","10,443","1,047","4,150","5,394","4,600",716
Eastern,Butaleja,Busaba,"5,131","8,756","14,895","5,686","3,712","4,582","11,350","1,142","4,561","5,883","4,962",807
Eastern,Butaleja,Busabi,"3,740","6,396","11,031","4,323","2,713","3,191","8,259",902,"3,268","4,208","3,645",639
Eastern,Butaleja,Busolwe,"2,976","5,151","8,978","3,508","2,305","2,680","6,820",736,"2,776","3,519","3,073",517
Eastern,Butaleja,Busolwe Town Council,"2,509","4,359","7,737","3,040","2,083","2,882","6,755",557,"2,819","3,624","3,158",390
Eastern,Butaleja,Butaleja,"3,278","5,567","9,456","3,592","2,326","2,913","7,319",800,"3,018","3,822","3,186",558
Eastern,Butaleja,Butaleja Town Council,"3,897","6,666","11,511","4,406","3,010","3,853","9,456",766,"3,830","4,953","4,096",530
Eastern,Butaleja,Himutu,"2,904","5,017","8,711","3,365","2,279","2,842","7,036",679,"2,882","3,710","3,095",466
Eastern,Butaleja,Kachonga,"5,722","9,520","15,814","5,972","3,662","4,637","11,320",911,"4,606","5,976","5,202",609
Eastern,Butaleja,Mazimasa,"6,680","11,426","19,498","7,441","4,962","6,436","15,695","1,352","6,332","8,238","6,938",935
Eastern,Butaleja,Nawanjofu,"4,361","7,298","11,900","4,509","2,671","3,587","8,816",930,"3,440","4,525","3,900",653
Eastern,Butaleja,Naweyo,"4,583","7,803","13,105","4,985","3,178","3,977","9,986","1,015","4,026","5,155","4,458",722
Eastern,Butaleja,District,"50,448","86,061","146,653","56,475","36,268","45,726","113,255","10,837","45,708","59,007","50,313","7,542"
Eastern,Buyende,Bugaya,"18,148","30,891","51,926","20,019","12,245","15,440","37,747","3,179","15,046","19,622","16,960","2,195"
Eastern,Buyende,Buyende,"9,784","16,408","26,740","10,182","5,975","8,321","19,261","1,666","7,610","10,143","8,566","1,107"
Eastern,Buyende,Buyende Town Council,"4,999","8,439","14,118","5,435","3,292","4,410","10,625",812,"4,085","5,434","4,745",533
Eastern,Buyende,Kagulu,"17,062","28,765","47,257","18,151","10,814","15,100","34,449","2,855","14,004","18,473","15,400","1,885"
Eastern,Buyende,Kidera,"14,186","24,028","39,834","15,137","9,416","13,119","30,093","2,341","12,152","16,238","13,445","1,686"
Eastern,Buyende,Nkondo,"6,553","11,120","18,602","7,231","4,263","5,792","13,584","1,198","5,393","7,195","6,103",824
Eastern,Buyende,District,"70,732","119,651","198,477","76,155","46,005","62,182","145,759","12,051","58,290","77,105","65,219","8,230"
Eastern,Iganga,Central Division,"4,737","7,790","14,384","4,987","4,755","9,027","18,074",538,"7,637","10,666","9,368",328
Eastern,Iganga,Northern Division,"4,115","6,741","12,022","4,262","3,618","7,446","14,518",407,"6,191","8,629","7,516",261
Eastern,Iganga,Busembatia Town Council,"1,888","3,439","6,513","2,565","2,007","2,819","6,473",355,"2,611","3,494","3,711",211
Eastern,Iganga,Buyanga,"9,381","16,565","29,666","11,802","7,865","9,758","24,387","2,030","9,630","12,430","11,069","1,381"
Eastern,Iganga,Ibulanku,"6,361","11,305","20,657","8,293","5,565","6,411","16,360","1,630","6,513","8,349","7,187","1,121"
Eastern,Iganga,Igombe,"3,258","5,667","10,083","3,996","2,630","3,246","8,129",773,"3,234","4,145","3,693",570
Eastern,Iganga,Makuutu,"5,364","9,307","16,319","6,342","4,298","5,456","13,533","1,268","5,348","6,879","6,046",855
Eastern,Iganga,Namalemba,"3,987","7,185","13,394","5,317","3,871","4,299","11,204","1,192","4,457","5,664","4,934",892
Eastern,Iganga,Bulamogi,"4,590","8,061","15,451","5,993","4,842","6,474","15,463","1,239","6,332","8,229","6,934",882
Eastern,Iganga,Nabitende,"4,925","8,980","16,534","6,690","4,601","5,382","13,692","1,436","5,457","6,981","5,993","1,069"
Eastern,Iganga,Nakalama,"8,508","14,761","26,227","10,102","7,166","10,234","23,713","1,529","9,463","12,603","11,119","1,049"
Eastern,Iganga,Nakigo,"7,208","12,563","22,754","8,789","6,322","8,323","19,512","1,415","7,826","10,385","9,093",949
Eastern,Iganga,Nambale,"8,538","15,197","27,534","11,091","7,356","9,229","22,543","1,881","9,153","11,759","10,219","1,313"
Eastern,Iganga,Namungalwe,"6,607","11,750","21,377","8,558","5,809","7,477","18,502","1,658","7,304","9,464","8,372","1,172"
Eastern,Iganga,Nawandala,"5,567","10,030","18,687","7,541","5,288","5,744","15,093","1,362","6,142","7,730","6,609",978
Eastern,Iganga,Nawanyingi,"4,513","8,016","15,078","6,153","4,203","5,069","12,499","1,222","5,088","6,499","5,516",854
Eastern,Iganga,District,"89,547","157,357","286,680","112,481","80,196","106,394","253,695","19,935","102,386","133,906","117,379","13,885"
Eastern,Jinja,Central Division,"2,059","3,677","7,276","2,587","2,703","5,796","12,240",497,"4,959","6,806","5,837",308
Eastern,Jinja,Mpumudde Division,"2,892","4,929","9,473","3,444","3,273","6,592","13,880",399,"5,442","7,693","6,419",230
Eastern,Jinja,Bugembe Town Council,"6,729","10,970","19,154","6,668","5,798","13,057","24,786",657,"10,194","14,758","12,452",394
Eastern,Jinja,Busedde,"6,456","11,472","21,172","8,283","6,144","7,597","18,334","1,662","7,801","9,850","7,871","1,111"
Eastern,Jinja,Kakira Town Council,"4,546","7,929","15,143","5,791","4,798","9,467","19,941",719,"7,651","11,012","7,803",438
Eastern,Jinja,Mafubira,"12,860","21,989","39,800","14,910","11,820","21,125","43,862","2,362","18,130","24,993","20,478","1,567"
Eastern,Jinja,Masese Walukuba,"4,697","7,894","14,198","5,211","4,328","9,693","18,994",627,"7,868","11,015","8,772",353
Eastern,Jinja,Budondo,"8,555","15,203","28,677","11,301","8,454","10,355","25,602","2,376","10,593","13,579","11,223","1,674"
Eastern,Jinja,Butagaya,"9,799","17,458","32,372","12,916","9,171","9,738","25,483","2,337","10,584","13,305","11,312","1,592"
Eastern,Jinja,Buwenge,"7,919","14,110","26,621","10,680","7,768","9,301","23,285","2,073","9,453","12,106","10,251","1,452"
Eastern,Jinja,Buwenge Town Council,"3,908","6,582","11,582","4,189","3,293","5,419","11,843",525,"4,802","6,507","5,797",337
Eastern,Jinja,Buyengo,"5,782","10,349","19,084","7,643","5,446","6,754","16,078","1,302","6,852","8,704","6,963",890
Eastern,Jinja,District,"76,202","132,562","244,552","93,623","72,996","114,894","254,328","15,536","104,329","140,328","115,178","10,346"
Eastern,Kaberamaido,Alwa,"4,296","7,483","13,581","5,238","3,817","4,536","11,204","1,209","4,737","6,125","4,983",979
Eastern,Kaberamaido,Aperkira,"2,728","4,750","8,722","3,463","2,381","2,596","6,665",674,"2,798","3,546","2,871",540
Eastern,Kaberamaido,Kaberamaido,"3,169","5,599","10,404","4,118","2,982","3,470","8,724",824,"3,614","4,689","3,749",587
Eastern,Kaberamaido,Kaberamaido TC,528,950,"1,838",703,590,994,"2,245",146,899,"1,211","1,047",93
Eastern,Kaberamaido,Kobulubulu,"3,318","6,109","11,395","4,751","3,144","3,859","9,509",998,"3,954","5,124","4,109",799
Eastern,Kaberamaido,Ochero,"4,915","8,689","15,395","6,250","3,929","5,082","12,232","1,297","4,985","6,532","5,431","1,072"
Eastern,Kaberamaido,Anyara,"4,017","7,076","12,914","5,078","3,700","4,152","10,812","1,016","4,422","5,609","4,673",690
Eastern,Kaberamaido,Apapai,"2,157","3,770","6,648","2,515","1,864","2,149","5,324",590,"2,254","2,886","2,337",494
Eastern,Kaberamaido,Bululu,"4,260","7,435","13,153","5,204","3,394","3,822","9,723",989,"3,949","5,122","4,228",789
Eastern,Kaberamaido,Kakure,"2,642","4,481","7,679","2,895","1,959","2,255","5,734",620,"2,326","3,019","2,519",489
Eastern,Kaberamaido,Kalaki,"3,038","5,369","9,721","3,879","2,653","3,101","7,682",978,"3,242","4,142","3,416",821
Eastern,Kaberamaido,Otuboi,"4,281","7,928","14,643","5,971","4,092","5,121","12,619","1,483","5,309","6,789","5,628","1,209"
Eastern,Kaberamaido,District,"39,349","69,639","126,093","50,065","34,505","41,137","102,473","10,824","42,489","54,794","44,991","8,562"
Eastern,Kaliro,Bumanya,"9,704","17,139","30,272","11,934","7,763","9,455","23,441","2,206","9,408","12,132","10,311","1,585"
Eastern,Kaliro,Gadumire,"7,226","12,580","21,100","8,237","4,949","6,349","15,683","1,502","6,158","8,020","6,768","1,049"
Eastern,Kaliro,Kaliro Town Council,"2,632","4,522","8,436","3,187","2,632","4,112","8,998",540,"3,785","5,013","4,109",353
Eastern,Kaliro,Namugongo,"6,336","11,275","20,221","7,938","5,488","6,765","16,734","1,638","6,774","8,752","7,202","1,182"
Eastern,Kaliro,Namwiwa,"7,163","12,593","21,946","8,715","5,541","6,670","16,527","1,592","6,678","8,571","7,240","1,105"
Eastern,Kaliro,Nawaikoke,"13,027","22,511","38,555","14,993","9,691","12,256","29,518","2,415","11,964","15,568","13,056","1,646"
Eastern,Kaliro,District,"46,088","80,620","140,530","55,004","36,064","45,607","110,901","9,893","44,767","58,056","48,686","6,920"
Eastern,Kamuli,Northern Division,"5,416",447,"1,499","6,102","8,478","16,079","11,460","2,523","6,665","9,024","7,582",704
Eastern,Kamuli,Southern Division,"5,788",347,"1,610","5,918","7,102","14,630","9,812","2,713","5,966","7,945","6,841",727
Eastern,Kamuli,Balawoli,"11,249","1,536","4,758","13,661","6,053","24,472","11,864","9,098","9,600","12,654","10,965","1,412"
Eastern,Kamuli,Bulopa,"6,178",504,"1,663","6,730","5,178","13,571","8,461","2,967","5,830","7,427","5,890",768
Eastern,Kamuli,Butansi,"6,743",417,"2,259","7,442","3,962","13,663","7,766","3,760","5,443","6,995","6,081",853
Eastern,Kamuli,Kitayunjwa,"8,777",726,"3,138","9,537","6,445","19,120","11,090","5,141","7,433","9,530","8,395","1,363"
Eastern,Kamuli,Nabwigulu,"4,679",488,"1,386","5,901","3,070","10,357","6,045","2,805","4,188","5,416","4,705",565
Eastern,Kamuli,Namasagali,"8,013",912,"3,296","9,647","3,986","16,929","8,909","5,566","6,915","9,012","7,371",940
Eastern,Kamuli,Namwendwa,"12,127","1,189","4,736","14,366","8,340","27,442","14,933","8,400","11,175","14,330","12,466","1,648"
Eastern,Kamuli,Bugulumbya,"8,221",487,"2,187","8,759","6,336","17,282","10,569","3,916","7,085","9,062","7,704","1,061"
Eastern,Kamuli,Kisozi,"10,431",878,"3,288","11,758","7,442","22,488","12,952","5,799","9,334","11,958","10,025","1,416"
Eastern,Kamuli,Mbulamuti,"6,823",284,"1,852","7,614","4,462","13,928","8,100","3,601","5,626","7,125","6,154",830
Eastern,Kamuli,Nawanyago,"5,095",248,"1,513","5,508","5,125","12,146","7,438","2,719","4,908","6,139","5,347",955
Eastern,Kamuli,Wankole,"4,474",319,"1,271","4,977","3,266","9,514","5,357","2,664","3,950","5,022","4,223",557
Eastern,Kamuli,District,"104,014","8,782","34,456","117,920","79,245","231,621","134,756","61,672","94,118","121,639","103,749","13,799"
Eastern,Kapchorwa,Central Division,"1,928","3,199","5,790","2,126","1,737","3,207","7,081",352,"2,723","3,810","3,431",241
Eastern,Kapchorwa,Eastern Division,"1,858","3,250","6,109","2,457","1,760","2,412","5,923",508,"2,378","3,102","2,581",374
Eastern,Kapchorwa,Western Division,"2,942","5,414","10,463","4,300","3,160","4,232","10,487","1,004","4,241","5,502","4,628",682
Eastern,Kapchorwa,Amukol,548,989,"2,008",812,637,797,"2,067",198,851,"1,079",906,143
Eastern,Kapchorwa,Chema,"1,372","2,528","4,749","1,941","1,357","1,754","4,396",477,"1,772","2,322","1,955",345
Eastern,Kapchorwa,Chepterech,537,"1,099","2,315",983,791,865,"2,188",168,986,"1,194",986,119
Eastern,Kapchorwa,Gamogo,551,"1,036","1,929",810,522,609,"1,662",218,625,806,674,149
Eastern,Kapchorwa,Kabeywa,813,"1,478","2,800","1,174",795,969,"2,732",338,"1,019","1,304","1,130",231
Eastern,Kapchorwa,Kapsinda,"1,191","2,184","4,066","1,673","1,137","1,525","3,858",374,"1,509","1,978","1,736",251
Eastern,Kapchorwa,Kaptanya,"1,214","2,182","4,113","1,707","1,164","1,551","3,660",304,"1,540","1,985","1,649",227
Eastern,Kapchorwa,Kaserem,816,"1,406","2,650","1,042",747,930,"2,379",218,979,"1,259","1,101",165
Eastern,Kapchorwa,Kawowo,"1,201","2,133","3,928","1,560","1,096","1,342","3,451",390,"1,351","1,752","1,546",273
Eastern,Kapchorwa,Munarya,808,"1,437","2,841","1,122",909,"1,257","3,056",284,"1,287","1,649","1,366",217
Eastern,Kapchorwa,Sipi,696,"1,262","2,414",970,738,"1,013","2,568",239,"1,029","1,313","1,118",174
Eastern,Kapchorwa,District,"16,475","29,597","56,175","22,677","16,550","22,463","55,508","5,072","22,290","29,055","24,807","3,591"
Eastern,Katakwi,Kapujan,"2,107","4,009","7,409","3,150","1,987","2,609","6,164",956,"2,538","3,303","2,659",777
Eastern,Katakwi,Magoro,"3,374","6,013","10,465","4,120","2,680","3,611","8,693","1,468","3,544","4,631","3,841","1,182"
Eastern,Katakwi,Omodoi,"2,871","5,325","9,560","3,919","2,665","3,290","8,244","1,042","3,373","4,267","3,516",792
Eastern,Katakwi,Toroma,"1,781","3,403","6,281","2,609","1,793","2,507","5,844",903,"2,376","3,150","2,534",747
Eastern,Katakwi,Katakwi,"5,926","11,116","20,626","8,478","5,803","7,096","17,379","2,407","7,283","9,224","7,733","1,960"
Eastern,Katakwi,Katakwi Town Council,"1,037","1,923","3,688","1,482","1,128","1,860","4,140",338,"1,549","2,238","1,903",266
Eastern,Katakwi,Ngariam,"1,796","3,353","6,096","2,521","1,683","2,393","5,256",807,"2,270","2,965","2,336",685
Eastern,Katakwi,Ongongoja,"3,168","5,613","9,684","3,781","2,478","3,019","7,399","1,170","3,080","3,955","3,184",955
Eastern,Katakwi,Palam,"2,189","3,932","6,816","2,721","1,758","2,333","5,711",877,"2,228","2,966","2,463",715
Eastern,Katakwi,Usuk,"3,705","6,683","12,126","4,781","3,433","4,112","9,997","1,599","4,358","5,492","4,370","1,315"
Eastern,Katakwi,District,"27,954","51,370","92,751","37,562","25,408","32,830","78,827","11,567","32,599","42,191","34,539","9,394"
Eastern,Kibuku,Bulangira,"4,706","8,011","14,053","42,632","3,769","4,587","11,583","1,148","4,679","5,970","5,048",830
Eastern,Kibuku,Buseta,"3,514","6,027","10,261","3,998","2,490","3,032","7,539",715,"3,023","3,888","3,401",464
Eastern,Kibuku,Kabweri,"3,143","5,327","9,359","3,533","2,440","2,730","7,147",668,"2,879","3,633","3,228",464
Eastern,Kibuku,Kadama,"3,980","6,753","11,800","4,527","3,039","3,972","9,626",808,"3,973","5,126","4,347",559
Eastern,Kibuku,Kagumu,"5,794","9,787","16,781","6,369","4,231","5,100","12,565","1,171","5,308","6,759","5,616",833
Eastern,Kibuku,Kasasira,"4,893","8,275","13,898","5,337","3,334","4,132","10,049",878,"4,195","5,348","4,555",595
Eastern,Kibuku,Kibuku,"2,484","4,355","7,581","2,972","1,933","2,289","5,864",587,"2,391","3,054","2,569",408
Eastern,Kibuku,Kibuku Town Council,"1,689","2,881","4,942","1,889","1,280","1,741","4,067",329,"1,638","2,160","1,914",231
Eastern,Kibuku,Kirika,"4,836","8,291","14,469","5,579","3,722","4,239","10,788","1,005","4,508","5,633","4,843",737
Eastern,Kibuku,Tirinyi,"6,214","10,801","18,761","7,238","4,867","6,027","14,705","1,459","6,045","7,777","6,667","1,073"
Eastern,Kibuku,District,"41,253","70,508","121,905","46,818","31,105","37,849","93,933","8,768","38,639","49,348","42,188","6,194"
Eastern,Kumi,Northern Division,"2,699","4,980","9,484","3,842","2,839","4,069","9,537",828,"3,754","5,042","4,266",580
Eastern,Kumi,Southern Division,"2,743","5,048","9,774","3,966","2,982","4,002","9,909",840,"3,918","5,138","4,360",578
Eastern,Kumi,Atutur,"3,810","6,698","12,185","4,766","3,259","4,096","10,599","1,219","4,143","5,374","4,604",888
Eastern,Kumi,Kanyum,"7,610","13,765","24,612","10,129","6,402","7,749","19,858","2,155","7,756","9,989","8,649","1,512"
Eastern,Kumi,Kumi,"2,972","5,474","9,978","4,129","2,703","3,270","8,607","1,024","3,367","4,308","3,713",740
Eastern,Kumi,Mukongoro,"8,965","15,699","27,755","10,924","7,335","8,937","22,178","2,335","9,092","11,657","9,752","1,666"
Eastern,Kumi,Nyero,"5,951","10,731","19,374","7,852","5,165","6,228","15,603","1,628","6,298","8,180","6,989","1,189"
Eastern,Kumi,Ongino,"7,421","13,390","24,032","9,669","6,452","7,799","20,549","2,246","7,920","10,254","8,852","1,633"
Eastern,Kumi,District,"42,171","75,785","137,194","55,277","37,137","46,150","116,840","12,275","46,248","59,942","51,185","8,786"
Eastern,Kween,Benet,"1,893","3,485","6,451","2,713","1,761","2,422","5,574",288,"2,431","3,103","2,462",188
Eastern,Kween,Binyiny,914,"1,600","2,879","1,137",801,"1,073","2,566",231,"1,078","1,389","1,127",155
Eastern,Kween,Binyiny Town Council,500,924,"1,775",713,544,723,"1,760",141,748,970,787,98
Eastern,Kween,Kaproron,858,"1,542","2,793","1,107",806,"1,090","2,592",227,"1,065","1,388","1,099",161
Eastern,Kween,Kaptoyoy,"1,233","2,347","4,448","1,832","1,300","1,811","4,358",420,"1,814","2,372","1,885",301
Eastern,Kween,Kaptum,"1,748","2,990","5,399","1,992","1,548","1,937","4,769",373,"1,954","2,588","2,124",265
Eastern,Kween,Kiriki,802,"1,384","2,350",898,579,"1,136","2,791",228,869,"1,311","1,119",139
Eastern,Kween,Kitawoi,"1,313","2,449","4,533","1,874","1,248","1,530","3,725",181,"1,566","2,049","1,628",104
Eastern,Kween,Kwanyiy,"1,876","3,269","5,974","2,423","1,594","1,994","4,976",332,"2,045","2,641","2,206",233
Eastern,Kween,Kwosir,"2,376","4,160","7,327","2,903","1,890","2,314","5,642",343,"2,353","3,065","2,504",215
Eastern,Kween,Moyok,"1,032","1,807","3,173","1,244",831,"1,256","2,931",239,"1,175","1,563","1,233",152
Eastern,Kween,Ngenge,"1,822","3,124","5,541","2,147","1,480","2,405","5,988",549,"2,129","2,906","2,285",360
Eastern,Kween,District,"16,367","29,081","52,643","20,983","14,382","19,691","47,672","3,552","19,227","25,345","20,459","2,371"
Eastern,Luuka,Bukanga,"7,608","13,572","24,896","9,878","6,982","8,048","20,184","1,761","8,354","10,533","9,121","1,184"
Eastern,Luuka,Bukooma,"7,188","12,916","23,432","9,368","6,450","7,307","18,927","1,654","7,686","9,702","8,549","1,154"
Eastern,Luuka,Bulongo,"5,272","9,331","17,111","6,764","4,729","5,291","13,453","1,259","5,530","7,039","6,029",838
Eastern,Luuka,Ikumbya,"6,982","12,001","21,025","8,176","5,364","6,390","15,949","1,359","6,492","8,290","7,185",879
Eastern,Luuka,Irongo,"4,676","8,415","15,780","6,353","4,483","4,991","12,680","1,181","5,224","6,628","5,565",814
Eastern,Luuka,Luuka Town Council,"1,720","3,043","5,616","2,262","1,567","2,177","5,048",390,"2,086","2,724","2,411",282
Eastern,Luuka,Nawampiti,"3,876","6,857","12,668","5,000","3,584","4,043","10,466",926,"4,277","5,377","4,565",621
Eastern,Luuka,Waibuga,"6,622","11,859","21,653","8,604","6,042","7,326","17,983","1,503","7,361","9,497","8,312","1,022"
Eastern,Luuka,District,"43,944","77,994","142,181","56,405","39,201","45,573","114,690","10,033","47,010","59,790","51,737","6,794"
Eastern,Manafwa,Bubutu,"4,472","7,943","13,802","5,473","3,466","4,024","11,014","1,204","4,222","5,414","4,644",836
Eastern,Manafwa,Bugobero,"2,495","4,343","7,788","3,052","2,118","2,420","6,622",621,"2,602","3,303","2,818",411
Eastern,Manafwa,Bukhabusi,"1,740","3,095","5,655","2,266","1,549","1,901","4,833",574,"2,001","2,518","2,066",415
Eastern,Manafwa,Bukhaweka,"1,627","2,843","5,168","1,978","1,439","1,656","4,553",529,"1,727","2,208","1,877",360
Eastern,Manafwa,Bukhofu,"1,336","2,398","4,330","1,768","1,131","1,287","3,584",347,"1,345","1,742","1,530",225
Eastern,Manafwa,Bukiabi,"2,181","3,909","6,626","2,741","1,516","1,995","5,335",502,"1,905","2,540","2,282",348
Eastern,Manafwa,Bukokho,"4,123","7,075","11,806","4,639","2,739","3,540","9,112",749,"3,427","4,553","3,896",475
Eastern,Manafwa,Bukusu,"2,386","4,152","7,283","2,794","1,962","2,312","6,169",630,"2,384","3,012","2,620",424
Eastern,Manafwa,Bumbo,"3,059","5,594","9,807","4,059","2,466","2,923","7,859",757,"3,066","3,920","3,420",532
Eastern,Manafwa,Bumwoni,"3,559","6,328","11,126","4,492","2,853","3,532","9,311",951,"3,525","4,584","3,997",647
Eastern,Manafwa,Bunabwana,"2,167","3,868","6,881","2,786","1,805","2,229","5,833",543,"2,304","2,925","2,497",358
Eastern,Manafwa,Bupoto,"2,384","4,334","7,809","3,164","2,093","2,441","6,630",804,"2,532","3,246","2,786",576
Eastern,Manafwa,Busukuya,"2,362","4,142","7,459","2,979","2,016","2,440","6,340",612,"2,552","3,274","2,748",429
Eastern,Manafwa,Butiru,"3,324","5,770","10,161","3,929","2,698","3,354","8,685",852,"3,447","4,403","3,739",593
Eastern,Manafwa,Butta,735,"1,261","2,314",901,653,734,"2,030",254,808,"1,012",890,189
Eastern,Manafwa,Buwabwala,"1,199","2,229","3,898","1,573","1,034","1,358","3,405",422,"1,353","1,748","1,518",298
Eastern,Manafwa,Buwagogo,"1,265","2,238","3,985","1,600","1,064","1,252","3,429",424,"1,351","1,692","1,424",293
Eastern,Manafwa,Kaato,"1,487","2,699","5,026","2,043","1,457","1,731","4,731",624,"1,824","2,310","1,933",435
Eastern,Manafwa,Khabutoola,"2,531","4,460","8,440","3,315","2,507","2,706","7,694",850,"3,040","3,770","3,237",574
Eastern,Manafwa,Lwakhakha Town Council,"1,673","2,940","5,232","2,070","1,399","1,689","4,568",425,"1,707","2,220","1,979",274
Eastern,Manafwa,Magale,"3,746","6,610","11,704","4,642","3,154","3,720","10,050","1,089","3,954","5,012","4,322",751
Eastern,Manafwa,Manafwa Town Council,"2,143","3,692","7,007","2,710","2,110","2,668","7,074",875,"2,742","3,505","3,044",624
Eastern,Manafwa,Mukoto,"1,519","2,648","4,597","1,833","1,175","1,557","3,941",424,"1,532","2,012","1,647",270
Eastern,Manafwa,Nalondo,991,"1,715","3,250","1,278",952,"1,079","2,963",380,"1,137","1,452","1,250",274
Eastern,Manafwa,Namabya,"1,919","3,385","6,081","2,451","1,603","1,743","5,034",630,"1,898","2,404","2,181",441
Eastern,Manafwa,Namboko,"2,030","3,584","6,250","2,536","1,549","1,861","4,794",411,"1,916","2,466","2,043",283
Eastern,Manafwa,Sibanga,"1,266","2,254","4,158","1,676","1,164","1,334","3,747",453,"1,419","1,807","1,595",309
Eastern,Manafwa,Sisuni,777,"1,306","2,297",917,580,729,"1,932",209,740,940,826,143
Eastern,Manafwa,Tsekululu,"3,151","5,459","9,304","3,592","2,423","3,420","8,104",838,"3,320","4,346","3,468",609
Eastern,Manafwa,Weswa,"1,343","2,411","4,314","1,684","1,192","1,404","3,736",469,"1,459","1,908","1,544",340
Eastern,Manafwa,District,"64,990","114,685","203,558","80,941","53,867","65,039","173,112","18,452","67,239","86,246","73,821","12,736"
Eastern,Mayuge,Baitambogwe,"6,287","11,177","20,810","8,139","6,216","8,459","19,771","1,813","8,339","10,798","8,961","1,346"
Eastern,Mayuge,Bukabooli,"8,848","15,782","26,708","10,866","6,302","8,262","19,693","1,597","8,061","10,430","8,951","1,086"
Eastern,Mayuge,Bukatube,"7,606","13,356","23,158","9,295","5,740","8,029","19,441","1,593","7,526","9,972","8,717","1,070"
Eastern,Mayuge,Busakira,"5,498","9,703","17,624","7,031","4,845","5,639","13,835","1,268","5,843","7,412","6,278",895
Eastern,Mayuge,Buwaaya,"3,940","6,947","12,676","5,033","3,464","4,103","10,235",992,"4,193","5,366","4,598",678
Eastern,Mayuge,Imanyiro,"5,528","9,820","18,100","7,263","5,087","6,236","15,290","1,354","6,177","7,912","6,770",932
Eastern,Mayuge,Jaguzi,"2,561","4,256","6,484","2,448","1,312","3,345","7,367",275,"2,267","3,584","3,343",176
Eastern,Mayuge,Kigandalo,"6,353","11,095","19,373","7,528","5,020","6,003","14,465","1,313","6,226","7,870","6,649",912
Eastern,Mayuge,Kityerera,"9,185","15,986","27,445","10,715","6,920","9,215","21,644","1,834","8,738","11,571","9,901","1,316"
Eastern,Mayuge,Malongo,"21,658","36,876","60,508","23,433","13,590","21,354","48,732","2,628","18,461","25,233","22,622","1,601"
Eastern,Mayuge,Mayuge Town Council,"3,009","5,286","9,413","3,640","2,619","4,306","9,160",425,"3,732","5,144","4,611",288
Eastern,Mayuge,Mpungwe,"5,072","8,708","15,420","5,854","4,217","4,991","12,258",912,"5,122","6,547","5,715",605
Eastern,Mayuge,Wairasa,"6,159","10,640","18,825","7,283","5,105","7,683","17,494","1,092","7,013","9,405","8,451",756
Eastern,Mayuge,District,"91,704","159,632","276,544","108,528","70,437","97,625","229,385","17,096","91,698","121,244","105,567","11,661"
Eastern,Mbale,Industrial Divison,"5,388","9,245","17,657","6,504","5,956","11,729","23,922",877,"10,130","13,859","11,978",528
Eastern,Mbale,Northern Division,"5,036","8,610","15,786","5,852","4,967","10,704","21,653",991,"8,732","12,273","11,280",654
Eastern,Mbale,Wanale Division,"2,200","3,797","6,913","2,564","2,129","3,924","8,553",480,"3,380","4,667","4,335",293
Eastern,Mbale,Bubyangu,"3,966","6,868","12,089","4,811","3,151","4,408","10,385",967,"4,214","5,454","4,729",674
Eastern,Mbale,Budwale,"1,407","2,451","4,454","1,713","1,264","1,706","3,920",235,"1,688","2,185","1,810",156
Eastern,Mbale,Bufumbo,"3,271","5,989","11,538","4,864","3,367","4,135","9,988",727,"4,131","5,274","4,610",513
Eastern,Mbale,Bukasakya,"4,967","8,743","15,468","5,986","4,278","7,224","16,270","1,094","6,323","8,559","7,678",715
Eastern,Mbale,Bukiende,"3,588","6,481","11,917","4,899","3,214","4,040","10,966","1,565","4,080","5,262","4,697","1,125"
