Region,District,Sub-county,0-4,0-8,0-17,6-12,13-18,18-30,14-64,60+,15-24,15-29,Females 15 - 49,65+
Western,Ntungamo,Kibatsi,"3,379","6,008","10,743","4,166","2,936","3,625","9,747","1,150","3,629","4,804","4,616",844
Western,Ntungamo,Nyabihoko,"3,688","6,661","12,319","4,890","3,503","4,135","11,178","1,229","4,236","5,518","4,788",856
Western,Ntungamo,Rwashamaire Town Council,"1,078","1,842","3,462","1,309","1,067","1,647","3,891",384,"1,527","2,058","1,824",273
Western,Ntungamo,Itojo,"3,399","6,084","11,570","4,605","3,487","4,855","12,143","1,151","4,604","6,165","5,280",812
Western,Ntungamo,Kitwe Town Council,"3,339","5,679","9,839","3,816","2,488","3,731","9,223",767,"3,328","4,543","4,187",489
Western,Ntungamo,Ntungamo,"5,328","9,259","16,753","6,515","4,637","6,361","16,088","1,638","6,107","8,158","7,101","1,147"
Western,Ntungamo,Nyakyera,"7,147","12,612","22,117","8,737","5,645","7,269","18,855","1,751","6,987","9,368","8,541","1,208"
Western,Ntungamo,Ruhaama,"8,092","14,199","24,214","9,493","5,835","8,184","21,028","1,977","7,475","10,236","9,558","1,335"
Western,Ntungamo,Rukoni East,"4,322","7,549","13,318","5,356","3,305","4,445","11,743","1,104","4,077","5,574","5,205",691
Western,Ntungamo,Rukoni West,"3,169","5,386","9,515","3,659","2,496","3,282","8,440",762,"3,121","4,158","3,835",532
Western,Ntungamo,Rweikiniro,"6,856","11,956","20,830","8,139","5,271","6,655","17,986","1,752","6,404","8,541","7,911","1,183"
Western,Ntungamo,Kayonza,"4,554","7,919","14,284","5,563","3,967","5,951","14,830","1,424","5,374","7,311","6,369",961
Western,Ntungamo,Ngoma,"4,746","8,200","14,532","5,632","3,934","5,720","14,584","1,210","5,162","7,027","6,053",779
Western,Ntungamo,Rubaare,"4,296","7,372","13,434","5,142","3,817","5,440","13,406","1,108","5,184","6,856","5,818",742
Western,Ntungamo,Rubaare Town Council,"2,122","3,570","6,307","2,358","1,781","3,556","7,631",435,"2,899","4,123","3,475",280
Western,Ntungamo,Rugarama,"5,383","9,482","17,123","6,714","4,694","6,250","16,156","1,526","6,016","8,025","6,964","1,036"
Western,Ntungamo,District,"83,685","146,289","262,038","102,096","71,052","97,394","248,192","23,263","91,929","123,450","110,394","15,964"
Western,Rubirizi,Katanda,617,939,"1,562",542,385,"1,092","2,446",98,"3,255","4,386","4,092",525
Western,Rubirizi,Katerera,"2,624","4,861","9,144","3,703","2,633","3,405","8,545",867,"1,763","2,354","2,284",321
Western,Rubirizi,Katerera Town Council,"1,877","3,528","6,540","2,727","1,764","2,150","5,719",599,"1,733","2,392","2,201",269
Western,Rubirizi,Katunguru,"1,109","2,021","3,945","1,557","1,258","1,831","4,344",396,740,"1,173",923,58
Western,Rubirizi,Kichwamba,"2,142","3,996","7,508","3,131","2,046","2,402","6,470",694,"3,365","4,407","3,954",580
Western,Rubirizi,Kirugu,"2,237","4,158","7,682","3,170","2,121","2,471","6,496",670,"2,101","2,865","2,578",350
Western,Rubirizi,Kyabakara,"3,651","6,476","11,239","4,444","2,768","3,381","8,908",816,"2,142","2,919","2,794",338
Western,Rubirizi,Magambo,"1,904","3,383","5,933","2,373","1,477","1,861","5,204",487,"2,036","2,752","2,572",424
Western,Rubirizi,Rubirizi Town Council,"1,546","2,643","4,749","1,801","1,344","1,951","4,757",390,"1,664","2,273","2,061",286
Western,Rubirizi,Rutoto,"1,957","3,423","6,184","2,454","1,627","2,320","5,730",498,"2,298","3,104","2,997",498
Western,Rubirizi,Ryeru,"2,530","4,286","7,338","2,829","1,783","2,337","6,235",536,"2,466","3,252","3,096",461
Western,Rubirizi,District,"22,194","39,714","71,824","28,731","19,206","25,201","64,854","6,051","23,563","31,877","29,552","4,110"
Western,Rukungiri,Buyanja,"5,386","9,685","18,458","7,167","5,756","7,640","19,523","2,336","7,662","9,926","8,466","1,745"
Western,Rukungiri,Kebisoni,"3,942","7,132","13,693","5,361","4,228","5,129","13,639","1,606","5,266","6,794","6,099","1,166"
Western,Rukungiri,Nyakishenyi,"6,124","10,714","19,192","7,617","5,050","6,380","16,905","1,903","6,439","8,410","7,893","1,323"
Western,Rukungiri,Nyarushanje,"6,992","12,578","23,184","9,256","6,602","9,031","23,411","2,605","8,847","11,622","10,759","1,789"
Western,Rukungiri,Bugangari,"5,018","8,934","16,246","6,365","4,552","5,696","15,379","1,605","5,557","7,382","6,678","1,122"
Western,Rukungiri,Buhunga,"3,471","6,284","12,110","4,856","3,673","4,083","11,320","1,515","4,370","5,542","5,118","1,115"
Western,Rukungiri,Bwambara,"5,265","9,062","15,538","6,011","3,844","5,621","14,626","1,235","4,996","6,879","6,478",815
Western,Rukungiri,Nyakagyeme,"4,769","8,669","16,620","6,530","5,093","6,411","17,021","2,071","6,361","8,361","7,361","1,476"
Western,Rukungiri,Ruhinda,"4,339","7,740","14,337","5,540","4,239","4,706","13,035","1,586","4,991","6,383","5,993","1,129"
Western,Rukungiri,Eastern Divison,"1,565","2,838","5,575","2,152","1,879","2,637","6,551",647,"2,588","3,387","2,895",463
Western,Rukungiri,Southern Division,"1,152","1,999","3,922","1,412","1,375","2,139","5,159",502,"1,965","2,660","2,265",348
Western,Rukungiri,Western Division,"1,920","3,334","6,376","2,320","2,180","3,630","8,134",592,"3,225","4,420","3,663",429
Western,Rukungiri,District,"49,943","88,969","165,251","64,587","48,471","63,103","164,703","18,203","62,267","81,766","73,668","12,920"
Western,Sheema,Kashozi,"2,164","3,833","7,082","2,787","2,077","2,988","7,549",820,"2,872","3,789","3,356",572
Western,Sheema,Bugongi Town Council,"1,668","3,082","5,893","2,406","1,787","2,432","6,290",715,"2,360","3,093","2,817",504
Western,Sheema,Kabwohe Itendero T. C.,"2,730","4,620","8,573","3,189","2,646","5,342","11,452",825,"4,422","6,210","5,306",619
Western,Sheema,Kagango,"2,788","5,199","10,085","4,015","3,180","4,127","10,844","1,133","4,055","5,313","4,785",802
Western,Sheema,Kasaana,"2,600","4,790","9,067","3,685","2,658","3,453","8,869",982,"3,331","4,414","3,895",693
Western,Sheema,Kigarama,"3,074","5,597","10,762","4,343","3,166","4,254","11,372","1,193","4,086","5,491","5,067",842
Western,Sheema,Rugarama,"1,522","2,802","5,404","2,252","1,538","1,937","5,188",578,"1,915","2,512","2,268",395
Western,Sheema,Kitagata,"2,634","4,747","9,153","3,626","2,750","3,581","9,650","1,216","3,492","4,621","4,357",913
Western,Sheema,Kyangyenyi,"4,407","8,071","15,683","6,200","4,865","6,528","16,560","1,711","6,401","8,469","7,265","1,240"
Western,Sheema,Masheruka,"2,406","4,235","8,114","3,238","2,469","3,530","8,904",994,"3,401","4,477","3,964",723
Western,Sheema,Shuuku,"1,769","3,050","5,888","2,301","1,779","2,465","6,269",663,"2,354","3,163","2,811",493
Western,Sheema,Sheema Town Council,"2,323","4,133","7,898","3,061","2,486","3,621","9,028","1,099","3,527","4,624","4,084",818
Western,Sheema,District,"30,085","54,159","103,602","41,103","31,401","44,258","111,975","11,929","42,216","56,176","49,975","8,614"
Central,Buikwe,Central Division -Lugazi,"5,479","9,470","17,403","6,450","5,515","10,899","21,834",661,"8,987","12,725","10,517",383
Central,Buikwe,Kawolo Division - Lugazi,"6,653","11,927","21,542","8,553","5,945","8,915","20,852","1,884","8,027","10,810","8,982","1,302"
Central,Buikwe,Najjembe Division - Lugazi,"5,252","9,442","17,346","6,889","4,914","7,196","17,062","1,477","6,403","8,754","7,184","1,013"
Central,Buikwe,Buikwe,"3,087","5,696","10,504","4,364","2,884","3,368","8,737",951,"3,366","4,397","3,724",644
Central,Buikwe,Buikwe Town Council,"2,744","4,979","9,279","3,618","2,766","3,553","8,402",690,"3,350","4,483","3,828",473
Central,Buikwe,Najja,"8,111","14,173","25,089","9,821","6,680","9,278","21,962","1,671","8,658","11,590","9,963","1,129"
Central,Buikwe,Ngogwe,"6,006","10,879","20,050","8,179","5,445","6,661","17,131","1,745","6,344","8,425","7,105","1,212"
Central,Buikwe,Njeru Town Council,"10,959","18,962","33,797","12,579","10,124","18,589","38,333","1,800","15,734","21,920","18,494","1,147"
Central,Buikwe,Nkokonjeru Town Council,"1,385","2,454","4,501","1,753","1,325","1,975","4,504",327,"1,787","2,451","2,061",208
Central,Buikwe,Nyenga,"9,194","16,333","28,201","11,213","7,155","10,006","24,107","2,152","9,327","12,280","10,492","1,431"
Central,Buikwe,Ssi-Bukunja,"4,698","8,029","13,820","5,421","3,502","5,454","13,038","1,178","4,662","6,433","5,431",801
Central,Buikwe,Wakisi,"6,854","12,202","22,339","8,831","6,350","8,863","21,191","1,890","8,364","11,129","9,086","1,321"
Central,Buikwe,District,"70,422","124,546","223,871","87,671","62,605","94,757","217,153","16,426","85,009","115,397","96,867","11,064"
Central,Bukomansimbi,Bigasa,"7,495","13,391","24,639","9,910","6,603","7,104","20,040","2,238","7,278","9,468","8,245","1,542"
Central,Bukomansimbi,Bukomansimbi Town Council,"1,590","2,837","5,202","2,061","1,416","2,039","4,898",476,"1,826","2,540","2,205",338
Central,Bukomansimbi,Butenga,"6,386","11,849","22,007","9,106","5,863","6,329","18,203","2,594","6,409","8,399","7,489","1,858"
Central,Bukomansimbi,Kibinge,"5,370","9,811","18,431","7,459","5,194","5,757","16,047","2,105","5,806","7,544","6,676","1,500"
Central,Bukomansimbi,Kitanda,"4,821","8,759","16,545","6,879","4,453","4,854","13,637","1,466","4,918","6,401","5,603","1,029"
Central,Bukomansimbi,District,"25,662","46,647","86,824","35,415","23,529","26,083","72,825","8,879","26,237","34,352","30,218","6,267"
Central,Butambala,Budde,"2,384","4,261","7,784","3,041","2,216","2,804","6,842",621,"2,806","3,590","2,888",442
Central,Butambala,Bulo,"3,383","6,029","11,101","4,446","3,039","3,445","8,806",904,"3,338","4,423","3,839",638
Central,Butambala,Gombe Town Council,"2,678","4,821","8,966","3,626","2,456","2,860","7,500",772,"2,787","3,663","3,238",521
Central,Butambala,Kalamba,"3,265","6,056","11,361","4,660","3,238","3,596","9,391",999,"3,544","4,604","3,869",673
Central,Butambala,Kibibi,"2,567","4,615","8,214","3,225","2,211","2,842","6,895",607,"2,690","3,562","3,075",419
Central,Butambala,Ngando,"3,464","6,213","11,365","4,547","3,059","3,258","8,535",895,"3,221","4,244","3,569",642
Central,Butambala,District,"17,741","31,995","58,791","23,545","16,219","18,805","47,969","4,798","18,386","24,086","20,478","3,335"
Central,Buvuma,Bugaya,871,"1,368","2,013",680,419,"1,266","2,901",119,831,"1,310","1,155",79
Central,Buvuma,Busamuzi,"3,465","5,646","8,875","3,273","1,894","3,390","8,314",446,"2,694","3,871","3,483",234
Central,Buvuma,Buvuma Town Council,"2,070","3,296","5,048","1,779","1,073","2,278","5,239",238,"1,772","2,562","2,203",147
Central,Buvuma,Buwooya,"2,630","4,423","6,979","2,601","1,506","2,400","5,613",295,"2,060","2,862","2,454",172
Central,Buvuma,Bweema,"1,732","2,601","3,762","1,159",830,"2,582","5,347",172,"1,756","2,714","2,098",91
Central,Buvuma,Lubya,"1,190","1,865","2,622",873,473,"1,985","3,869",42,"1,135","1,987","1,659",16
Central,Buvuma,Lwajje,750,"1,053","1,471",406,311,"1,441","2,814",61,866,"1,415","1,094",27
Central,Buvuma,Lyabaana,860,"1,107","1,421",304,278,"2,159","4,396",45,"1,070","2,037","1,708",19
Central,Buvuma,Nairambi,"4,052","6,495","9,862","3,479","2,009","4,425","10,283",389,"3,217","4,771","4,393",217
Central,Buvuma,District,"17,620","27,854","42,053","14,554","8,793","21,926","48,776","1,807","15,401","23,529","20,247","1,002"
Central,Gomba,Kabulasoke,"8,865","15,810","28,668","11,479","7,661","8,982","24,097","2,584","8,763","11,579","9,589","1,771"
Central,Gomba,Kanoni Town Council,"2,110","3,702","6,742","2,600","1,886","2,468","6,246",598,"2,357","3,133","2,588",379
Central,Gomba,Kyegonza,"5,377","9,595","17,576","7,052","4,689","5,247","14,485","1,655","5,265","6,856","5,739","1,164"
Central,Gomba,Maddu,"6,373","10,846","19,036","7,287","4,959","7,201","18,126","1,660","6,351","8,756","7,166","1,098"
Central,Gomba,Mpenja,"5,601","9,895","18,076","7,066","5,064","5,899","15,846","1,863","5,868","7,673","6,081","1,307"
Central,Gomba,District,"28,326","49,848","90,098","35,484","24,259","29,797","78,800","8,360","28,604","37,997","31,163","5,719"
Central,Kalangala,Bujumba,1860,"2,685","3,802",1119,756,"3,775","7,553",226,"2,217","3,782","2,833",141
Central,Kalangala,Kalangala Town Council,728,"1,165","1,897",659,489,"1,409","2,938",96,940,"1,528","1,291",61
Central,Kalangala,Mugoye,"2,183","3,352","5,161","1,761","1,090","3,179","6,958",300,"2,086","3,372","2,813",182
Central,Kalangala,Bubeke,725,986,"1,327",344,248,"1,634","3,318",62,809,"1,533","1,386",37
Central,Kalangala,Bufumira,"1,768","2,481","3,339",942,600,"2,982","6,255",147,"1,623","2,900","2,581",84
Central,Kalangala,Kyamuswa,789,"1,092","1,500",405,286,"1,389","3,011",91,759,"1,380","1,194",54
Central,Kalangala,Mazinga,670,871,"1,093",231,194,"1,737","3,711",40,801,"1,598","1,405",21
Central,Kalangala,District,"8,723","12,632","18,119","5,461","3,663","16,105","33,744",962,"9,235","16,093","13,503",580
Central,Kalungu,Bukulula,"7,362","13,478","24,806","10,149","6,747","7,504","20,597","2,631","7,530","9,885","8,797","1,908"
Central,Kalungu,Kalungu,"6,030","11,309","21,135","8,823","5,680","5,971","17,952","2,790","6,177","8,059","7,205","2,010"
Central,Kalungu,Kalungu Town Council,"1,282","2,410","4,337","1,768","1,179","1,501","3,888",583,"1,404","1,883","1,635",435
Central,Kalungu,Kyamulibwa,"5,572","10,272","19,397","7,945","5,450","5,335","15,408","1,951","5,778","7,338","6,396","1,394"
Central,Kalungu,Lukaya Town Council,"4,100","7,059","12,482","4,711","3,442","5,813","12,654",614,"4,880","6,954","6,046",372
Central,Kalungu,Lwabenge,"6,252","10,996","20,022","7,943","5,409","5,937","16,312","1,827","6,074","7,868","6,708","1,263"
Central,Kalungu,District,"30,598","55,524","102,179","41,339","27,907","32,061","86,811","10,396","31,843","41,987","36,787","7,382"
Central,Kampala,Central Division,"8,610","14,417","26,998","9,413","9,580","28,392","53,357","1,731","21,231","31,186","24,636","1,031"
Central,Kampala,Kawempe Division,"50,195","81,228","139,681","46,980","43,140","119,666","214,603","5,952","91,308","132,072","109,139","3,696"
Central,Kampala,Lubaga Division,"58,663","93,839","160,479","53,085","49,494","135,804","243,544","6,824","102,224","150,130","125,688","4,378"
Central,Kampala,Makindye Division,"54,674","89,852","159,663","54,491","51,533","141,018","255,485","6,824","105,630","155,662","127,277","4,340"
Central,Kampala,Nakawa Division,"41,080","67,548","120,761","41,477","39,390","112,196","205,265","5,553","83,391","123,670","101,980","3,468"
Central,Kampala,District,"213,222","346,884","607,582","205,446","193,137","537,076","972,254","26,884","403,784","592,720","488,720","16,913"
Central,Kayunga,Bbaale,"3,121","5,402","9,315","3,653","2,390","3,660","8,775",681,"3,173","4,352","3,570",454
Central,Kayunga,Galiraya,"4,931","8,267","13,539","5,065","3,206","5,258","12,095",732,"4,525","6,236","5,101",474
Central,Kayunga,Kayonza,"11,316","20,155","35,812","14,334","9,277","10,837","27,711","2,777","10,620","13,924","11,760","1,895"
Central,Kayunga,Kitimbwa,"8,266","15,104","27,335","11,069","7,424","8,254","21,138","2,342","8,516","10,901","9,354","1,666"
Central,Kayunga,Busaana,"10,054","18,483","34,106","14,051","9,269","9,934","26,321","2,660","10,467","13,277","11,334","1,837"
Central,Kayunga,Kangulumira,"9,308","16,764","30,809","12,408","8,506","10,273","26,339","2,282","10,054","13,183","11,689","1,544"
Central,Kayunga,Kayunga,"6,917","13,013","24,211","10,032","6,739","7,378","19,813","2,312","7,558","9,763","8,590","1,640"
Central,Kayunga,Kayunga Town Council,"4,399","7,607","13,930","5,213","4,119","6,556","14,607",873,"5,794","7,959","7,094",592
Central,Kayunga,Nazigo,"7,244","13,345","24,615","10,053","6,803","7,750","20,393","2,037","7,675","9,994","8,789","1,387"
Central,Kayunga,District,"65,556","118,140","213,672","85,878","57,733","69,900","177,192","16,696","68,382","89,589","77,281","11,489"
Central,Kiboga,Bukomero,"2,611","4,599","8,231","3,218","2,209","2,933","7,569",908,"2,887","3,765","2,840",643
Central,Kiboga,Bukomero Town Council,"2,316","3,958","6,937","2,654","1,844","2,828","6,435",636,"2,563","3,465","2,899",494
Central,Kiboga,Ddwaniro,"1,811","3,283","5,987","2,352","1,723","2,489","6,148",607,"2,261","3,067","2,234",475
Central,Kiboga,Kapeke,"2,562","4,446","8,142","3,259","2,196","3,093","7,420",833,"2,896","3,862","3,041",669
Central,Kiboga,Kibiga,"4,721","8,117","14,028","5,427","3,578","5,311","12,729","1,352","4,802","6,488","5,178","1,002"
Central,Kiboga,Kiboga Town Council,"3,307","5,409","9,388","3,396","2,726","5,236","10,526",441,"4,346","6,131","5,205",314
Central,Kiboga,Lwamata,"5,019","8,841","15,525","6,142","4,022","5,866","14,299","1,373","5,304","7,255","5,845",958
Central,Kiboga,Muwanga,"3,269","5,733","10,110","3,945","2,674","3,675","8,853","1,021","3,446","4,528","3,669",782
Central,Kiboga,District,"25,616","44,386","78,348","30,393","20,972","31,431","73,979","7,171","28,505","38,561","30,911","5,337"
Central,Kyankwanzi,Bananywa,"6,604","10,819","17,555","6,542","4,081","7,395","15,519",933,"6,111","8,554","6,480",675
Central,Kyankwanzi,Butemba,"6,853","11,484","19,231","7,429","4,602","7,788","17,542","1,439","6,650","9,172","7,228","1,107"
Central,Kyankwanzi,Butemba Town Council,"2,623","4,422","7,597","2,842","1,952","3,355","7,364",487,"2,871","3,948","3,051",385
Central,Kyankwanzi,Gayaza,"3,997","6,581","10,944","4,031","2,707","4,998","10,675",731,"4,227","5,833","4,233",546
Central,Kyankwanzi,Kyankwanzi,"2,006","3,498","6,243","2,360","1,764","2,895","7,048",593,"2,443","3,469","2,715",453
Central,Kyankwanzi,Mulagi,"2,224","3,919","7,107","2,736","1,994","2,468","6,309",777,"2,407","3,162","2,642",603
Central,Kyankwanzi,Nkandwa,"2,309","4,054","7,265","2,900","1,917","2,628","6,325",743,"2,499","3,313","2,554",575
Central,Kyankwanzi,Nsambya,"4,850","8,106","13,721","5,161","3,467","6,023","13,446",997,"5,090","7,070","5,466",701
Central,Kyankwanzi,Ntwetwe,"3,506","5,753","9,291","3,489","2,120","4,301","9,024",702,"3,412","4,829","3,525",504
Central,Kyankwanzi,Ntwetwe Town Council,"1,907","3,079","5,280","1,901","1,395","2,561","5,340",349,"2,152","3,025","2,378",275
Central,Kyankwanzi,Wattuba,"3,710","6,272","11,392","4,340","3,229","4,434","10,754","1,125","4,168","5,571","4,313",902
Central,Kyankwanzi,District,"40,589","67,987","115,626","43,731","29,228","48,846","109,346","8,876","42,030","57,946","44,585","6,726"
Central,Luwero,Bamunanika,"4,776","8,676","16,367","6,567","4,691","5,338","14,333","1,422","5,459","7,067","5,889",996
Central,Luwero,Kalagala,"7,112","12,679","23,487","9,283","6,680","9,519","22,408","2,018","8,775","11,755","9,715","1,422"
Central,Luwero,Kamira,"4,674","8,293","14,821","5,864","3,979","5,334","13,234","1,192","5,025","6,670","5,132",801
Central,Luwero,Kikyusa,"6,437","11,039","19,620","7,593","5,263","7,265","17,413","1,524","6,841","9,032","7,273","1,050"
Central,Luwero,Zirobwe,"8,084","14,130","25,482","9,990","6,904","8,801","22,293","2,130","8,434","11,131","9,273","1,453"
Central,Luwero,Bombo Town Council,"4,296","7,251","13,328","4,905","4,117","6,531","14,267",541,"5,959","8,055","6,997",363
Central,Luwero,Butuntumula,"6,230","11,069","20,424","8,149","5,633","6,212","16,840","1,679","6,414","8,317","7,037","1,189"
Central,Luwero,Katikamu,"7,151","13,045","24,159","9,698","6,834","8,662","21,595","2,090","8,578","11,186","9,298","1,483"
Central,Luwero,Luweero Town Council,"7,821","13,011","22,137","8,062","6,015","11,673","23,106",738,"9,612","13,554","11,916",490
Central,Luwero,Luwero,"5,701","10,340","19,279","7,827","5,397","6,171","16,275","1,693","6,349","8,073","6,727","1,182"
Central,Luwero,Makulubita,"5,284","9,443","17,729","7,029","5,209","6,546","17,202","1,732","6,570","8,495","6,843","1,220"
Central,Luwero,Nyimbwa,"5,630","10,033","18,627","7,339","5,469","7,275","17,752","1,643","7,067","9,255","7,566","1,136"
Central,Luwero,Wobulenzi Town Council,"4,578","7,794","13,810","5,121","3,995","7,079","14,755",624,"6,030","8,426","7,556",429
Central,Luwero,District,"77,774","136,803","249,270","97,427","70,186","96,406","231,473","19,026","91,113","121,016","101,222","13,214"
Central,Lwengo,Kisekka,"8,298","14,995","27,559","11,131","7,509","8,931","23,901","2,437","8,560","11,486","10,686","1,756"
Central,Lwengo,Kkingo,"5,412","10,067","18,953","7,860","5,276","5,880","16,789","2,470","5,920","7,744","6,912","1,730"
Central,Lwengo,Kyazanga,"6,521","11,612","20,482","8,349","5,077","5,785","16,248","1,614","5,728","7,572","6,885","1,060"
Central,Lwengo,Kyazanga Town Council,"2,946","4,988","8,388","3,176","2,066","3,507","7,837",370,"2,986","4,144","3,765",246
Central,Lwengo,Lwengo,"9,468","16,723","29,462","11,833","7,284","8,341","23,209","2,483","8,059","10,763","9,986","1,707"
Central,Lwengo,Lwengo Town Council,"2,690","4,694","8,206","3,237","2,057","2,675","6,808",550,"2,491","3,356","3,214",385
Central,Lwengo,Malongo,"7,191","12,748","22,337","8,885","5,661","6,886","18,541","1,775","6,784","8,957","8,197","1,210"
Central,Lwengo,Ndagwe,"7,192","13,007","23,171","9,588","5,548","6,298","17,621","1,837","6,121","8,223","7,749","1,255"
Central,Lwengo,District,"49,718","88,834","158,558","64,059","40,478","48,303","130,954","13,536","46,649","62,245","57,394","9,349"
Central,Lyantonde,Kaliiro,"3,364","5,986","10,485","4,069","2,772","3,538","9,042",796,"3,315","4,470","3,919",524
Central,Lyantonde,Kasagama,"1,996","3,383","5,790","2,161","1,478","2,383","5,879",488,"2,015","2,826","2,316",341
Central,Lyantonde,Kinuuka,"1,584","2,685","4,754","1,789","1,277","1,879","4,517",392,"1,634","2,286","1,869",268
Central,Lyantonde,Lyantonde,"3,279","5,916","10,372","4,226","2,601","3,298","8,699",832,"3,127","4,115","3,690",563
Central,Lyantonde,Lyantonde Town Council,"2,375","3,678","6,088","2,041","1,656","4,223","7,955",182,"3,188","4,675","4,030",119
Central,Lyantonde,Mpumudde,"4,256","7,356","12,844","5,018","3,313","5,057","12,407","1,022","4,492","6,181","5,156",676
Central,Lyantonde,District,"16,854","29,004","50,333","19,304","13,097","20,378","48,499","3,712","17,771","24,553","20,980","2,491"
Central,Masaka,Bukakata,"3,009","4,942","8,256","3,098","1,940","3,973","9,604",586,"2,938","4,435","3,992",377
Central,Masaka,Buwunga,"7,145","12,876","23,505","9,606","6,164","7,622","20,609","2,524","7,090","9,604","8,392","1,740"
Central,Masaka,Kabonera,"5,440","9,949","18,347","7,535","4,966","5,831","15,923","1,962","5,704","7,598","6,833","1,369"
Central,Masaka,Kyanamukaaka,"5,277","9,586","17,351","7,186","4,452","5,863","15,324","1,932","5,391","7,363","6,181","1,405"
Central,Masaka,Kyesiiga,"4,132","7,468","13,516","5,405","3,590","4,969","12,558","1,128","4,338","6,008","5,147",772
Central,Masaka,Mukungwe,"7,398","13,354","23,765","9,461","6,316","8,677","21,834","2,475","7,785","10,808","9,522","1,777"
Central,Masaka,Katwe-Butego Division,"3,902","6,607","11,558","4,157","3,480","7,294","14,544",689,"6,012","8,461","7,245",458
Central,Masaka,Kimaanya-Kyabakuza Division,"5,507","9,045","15,318","5,268","4,398","9,251","18,581",703,"7,342","10,604","9,352",474
Central,Masaka,Nyendo-Ssenyange Division,"7,394","11,900","19,697","6,748","5,417","12,529","24,003",798,"9,716","14,127","12,375",526
Central,Masaka,District,"49,204","85,727","151,313","58,464","40,723","66,009","152,980","12,797","56,316","79,008","69,039","8,898"
Central,Mityana,Busimbi Division,"2,496","4,434","8,220","3,263","2,370","2,918","7,592",967,"2,905","3,798","3,169",676
Central,Mityana,Central Division,"9,542","15,922","27,574","9,951","7,896","14,962","30,985",1633,"12,468","17,425","15,231",1120
Central,Mityana,Ttamu Division,"3,843","6,871","12,639","5,033","3,532","4,468","11,671",1329,"4,329","5,684","4,795",937
Central,Mityana,Bbanda,"2,431","4,247","7,747","3,024","2,068","2,437","6,601",707,"2,385","3,176","2,690",499
Central,Mityana,Butayunja,"1,842","3,239","5,955","2,271","1,760","2,122","5,610",663,"2,104","2,745","2,196",434
Central,Mityana,Kakindu,"2,975","5,308","10,104","4,018","2,944","3,275","9,180","1,197","3,449","4,439","3,604",838
Central,Mityana,Maanyi,"3,550","6,261","11,591","4,530",3310,"4,114","10,746",1348,"4,104","5,322","4,164",967
Central,Mityana,Malangala,"4,081","7,294","13,176","5,248","3,524","4,689","11,898","1,178","4,415","5,909","5,069",830
Central,Mityana,Bulera,"4,703","8,603","16,081","6,385","4,763","6,218","15,685","1,954","5,953","7,884","6,015","1,351"
Central,Mityana,Kalangaalo,"5,432","9,465","16,938","6,630","4,546","5,979","15,164","1,536","5,773","7,581","6,173",1032
Central,Mityana,Kikandwa,"5,182","9,099","16,149","6,297","4,344","6,118","14,995","1,553","5,725","7,595","5,936","1,120"
Central,Mityana,Namungo,"2,977","5,229","9,392","3,681","2,573","3,486","8,676",866,"3,290","4,384","3,429",578
Central,Mityana,Ssekanyonyi,"6,498","11,379","20,168","7,977","5,326","8,414","19,286","1,643","7,540","10,163","8,021",1131
Central,Mityana,District,"55,552","97,351","175,734","68,308","48,956","69,200","168,089","16,574","64,440","86,105","70,492","11,513"
Central,Mpigi,Buwama,"8,880","15,480","27,740","10,812","7,453","10,403","25,498","2,280","9,326","12,819","10,821","1,609"
Central,Mpigi,Kammengo,"6,483","11,518","21,141","8,402","5,807","7,610","19,209","1,946","7,085","9,475","7,947","1,342"
Central,Mpigi,Kiringente,"3,726","6,227","10,622","3,809","2,923","5,205","11,382",853,"4,294","6,044","4,975",595
Central,Mpigi,Kituntu,"3,759","6,856","12,803","5,206","3,546","3,901","10,675","1,228","3,873","5,110","4,295",853
Central,Mpigi,Mpigi Town Council,"7,070","12,654","22,873","9,040","6,324","9,258","22,128","2,014","8,357","11,362","9,803","1,419"
Central,Mpigi,Muduuma,"5,125","8,918","15,713","6,047","4,290","6,932","16,117","1,399","6,123","8,347","6,652",974
Central,Mpigi,Nkozi,"7,662","13,395","23,124","9,027","5,905","8,837","20,432","1,775","7,717","10,703","9,091","1,253"
Central,Mpigi,District,"42,705","75,048","134,016","52,343","36,248","52,146","125,441","11,495","46,775","63,860","53,584","8,045"
Central,Mubende,Butoloogo,"9,174","15,234","24,907","9,558","5,612","9,841","21,948","1,408","7,982","11,349","9,121",781
Central,Mubende,Kitenga,"11,582","19,390","32,634","12,154","8,139","12,798","30,232","2,081","11,171","15,472","12,627","1,327"
Central,Mubende,Kiyuni,"4,871","8,187","13,780","5,245","3,425","5,646","12,541",962,"4,989","6,797","5,383",690
Central,Mubende,Madudu,"7,386","12,220","20,269","7,559","4,953","8,540","18,684","1,168","7,135","9,973","8,100",718
Central,Mubende,Bagezza,"2,424","4,014","6,739","2,558","1,573","2,384","5,714",416,"2,075","2,847","2,516",248
Central,Mubende,Kasambya,"7,206","12,293","20,615","7,763","5,147","8,263","18,819","1,171","7,275","9,915","8,282",731
Central,Mubende,Kibalinga,"7,489","12,323","20,417","7,570","4,934","7,946","18,218","1,121","6,842","9,492","8,122",706
Central,Mubende,Kigando,"7,887","13,197","22,694","8,533","5,820","8,443","20,635","1,545","7,736","10,446","8,980",983
Central,Mubende,Nabingoola,"7,214","12,165","20,657","7,831","5,152","7,721","17,994","1,262","6,916","9,426","7,945",809
