Region,District,Sub-county,0-4,0-8,0-17,12-Jun,13-18,18-30,14-64,60+,15-24,15-29,15 -49,65+
Western,Kibaale,Kagadi,2772,4680,7818,2883,1991,2683,6272,441,2596,3427,2719,307
Western,Kibaale,Kagadi Town Council,3937,6823,12079,4566,3442,5594,12259,789,5075,6842,5744,543
Western,Kibaale,Kiryanga,5380,8600,13632,4921,3039,5663,12145,598,4489,6482,5234,363
Western,Kibaale,Kyakabadiima,2029,3472,5820,2220,1406,1725,4400,313,1773,2274,2027,194
Western,Kibaale,Kyanaisoke,3017,5081,8743,3124,2378,3274,7591,590,3233,4183,3339,450
Western,Kibaale,Kyaterekera,5241,8779,14475,5469,3411,4892,11533,738,4494,6011,5209,439
Western,Kibaale,Kyenzige,3226,5429,9405,3482,2527,3199,7893,583,3228,4181,3459,385
Western,Kibaale,Mabaale,4951,8303,14492,5387,3889,5417,12459,874,5131,6807,5484,614
Western,Kibaale,Mpeefu,8201,13714,22863,8567,5483,7738,18827,1179,7137,9654,8454,696
Western,Kibaale,Muhorro,3066,5118,8611,3179,2131,2777,6911,563,2644,3563,3086,370
Western,Kibaale,Muhorro Town Council,4429,7493,12837,4708,3461,5164,11327,719,4927,6429,5141,512
Western,Kibaale,Ndaiga,1579,2569,4151,1445,1090,2246,4929,253,1728,2526,2109,135
Western,Kibaale,Paacwa,3320,5491,9277,3436,2339,3425,7889,509,3133,4275,3496,324
Western,Kibaale,Rugashari,3138,5436,9303,3589,2369,3172,7704,488,3021,4019,3426,285
Western,Kibaale,Ruteete,2350,4067,6758,2538,1645,2387,5845,482,2158,2917,2581,298
Western,Kibaale,Bubango,4090,6653,10696,4004,2278,3655,8294,456,3201,4419,3649,306
Western,Kibaale,Bwamiramira,3870,6402,10591,3916,2554,3856,8807,569,3486,4758,3800,407
Western,Kibaale,Kibaale Town Council,1064,1828,3264,1228,947,1622,3496,229,1395,1948,1710,160
Western,Kibaale,Kyebando,5160,8441,13507,4936,3063,5198,11394,610,4448,6214,4986,402
Western,Kibaale,Matale,3707,6216,10418,3862,2591,3705,8604,591,3538,4692,3729,437
Western,Kibaale,Mugarama,2442,4071,6798,2524,1682,2594,5938,329,2336,3208,2562,215
Western,Kibaale,Nyamarunda,5351,8631,14111,5043,3455,5667,12390,762,4991,6848,5465,502
Western,Kibaale,Nyamarwa,4473,7245,11621,4252,2610,4229,9644,543,3767,5090,4109,352
Western,Kibaale,District,163166,270314,448428,165573,108961,169241,387579,24124,150775,206395,170296,15650
Western,Kiruhura,Buremba,3666,6493,11513,4569,3011,4363,10821,872,4036,5423,4598,573
Western,Kiruhura,Burunga,4085,6900,12215,4514,3408,5401,13119,1066,4773,6600,5282,718
Western,Kiruhura,Engari,4364,7567,13460,5207,3581,4987,13002,1282,4600,6309,5710,853
Western,Kiruhura,Kanoni,2773,4942,9119,3543,2677,3369,8790,949,3412,4460,3864,665
Western,Kiruhura,Kazo,4911,8864,15776,6160,4270,5761,14964,1320,5392,7290,6482,935
Western,Kiruhura,Kazo Town Council,1993,3528,6391,2471,1852,3056,7170,545,2684,3674,3068,379
Western,Kiruhura,Nkungu,4641,8022,14115,5446,3723,4796,12660,981,4617,6163,5645,659
Western,Kiruhura,Rwemikoma,3909,6902,12236,4698,3413,4959,12573,1043,4501,6161,5324,723
Western,Kiruhura,Kanyaryeru,1280,2183,3841,1436,1050,1568,4054,374,1394,1919,1597,258
Western,Kiruhura,Kashongi,4160,7336,13424,5233,3782,5052,13342,1167,4705,6392,5665,798
Western,Kiruhura,Kenshunga,4105,6724,11485,4097,3121,6586,14672,1030,5219,7660,5903,685
Western,Kiruhura,Kikaatsi,3222,5398,9350,3408,2567,4329,10633,706,3683,5178,4322,483
Western,Kiruhura,Kinoni,3421,5846,10322,3825,2841,4837,11512,920,4091,5745,4592,643
Western,Kiruhura,Kiruhura Town Council,901,1534,2664,1038,685,1243,2946,175,1018,1466,1293,121
Western,Kiruhura,Kitura,2760,4729,8477,3219,2332,3098,7993,774,2987,4012,3581,552
Western,Kiruhura,Nyakashashara,2542,4246,7382,2696,2082,4023,9408,717,3157,4600,3539,491
Western,Kiruhura,Sanga,1093,1912,3546,1405,1002,1574,3892,349,1382,1903,1536,230
Western,Kiruhura,Sanga Town Council,1532,2541,4397,1527,1255,2326,5168,302,1856,2701,2292,213
Western,Kiruhura,District,55358,95667,169713,64492,46652,71328,176719,14572,63507,87656,74293,9979
Western,Kiryandongo,Bweyale Town Council,5610,9762,17590,6744,5027,7456,16001,685,6778,9131,7520,457
Western,Kiryandongo,Kigumba,8776,15128,26125,10144,6700,8689,21146,1662,8423,11065,9100,1113
Western,Kiryandongo,Kigumba Town Council,3148,5352,9855,3672,2924,4523,9943,449,4038,5511,4742,308
Western,Kiryandongo,Kiryandongo,15802,27115,46512,17799,11938,17304,39723,2666,15840,21296,17040,1742
Western,Kiryandongo,Kiryandongo Refugee Camp,2690,4828,8842,3590,2375,2480,6236,357,2570,3278,2902,214
Western,Kiryandongo,Kiryandongo Town Council,854,1455,2802,1066,893,1493,3235,169,1383,1830,1447,114
Western,Kiryandongo,Masindi Port,1542,2752,4896,1941,1321,1916,4598,377,1721,2354,1815,259
Western,Kiryandongo,Mutunda,12310,20763,35382,13354,9105,13988,31911,2000,12639,17054,13951,1248
Western,Kiryandongo,District,50732,87155,152004,58310,40283,57849,132793,8365,53392,71519,58517,5455
Western,Kisoro,Central Division,820,1307,2238,790,636,1574,2984,144,1172,1728,1456,106
Western,Kisoro,Northern Division,778,1416,2671,1008,897,1360,3080,233,1203,1639,1440,156
Western,Kisoro,Southern Division,860,1543,2894,1128,893,1322,3129,264,1181,1642,1460,179
Western,Kisoro,Bukimbiri,2788,4884,8671,3377,2328,3315,7864,663,3107,4201,3584,415
Western,Kisoro,Busanza,3289,5674,10068,3861,2754,3226,8869,1050,3353,4289,4602,728
Western,Kisoro,Chahi,3397,5926,10789,4173,3121,3820,9372,993,3899,5005,4686,696
Western,Kisoro,Kanaba,3019,5232,9376,3575,2640,3238,8017,760,3253,4238,3786,515
Western,Kisoro,Kirundo,3800,6550,11336,4284,2950,3964,9849,993,3799,5035,4966,666
Western,Kisoro,Muramba,6860,11790,20843,7908,5806,7046,17600,2249,6937,9070,9359,1587
Western,Kisoro,Murora,3850,6650,11145,4271,2843,3980,9343,909,3754,4948,4745,607
Western,Kisoro,Nyabwishenya,3062,5352,9275,3656,2290,2710,6967,551,2680,3565,3385,355
Western,Kisoro,Nyakabande,3813,6894,13063,5131,3932,4896,12731,1475,4876,6410,5937,1028
Western,Kisoro,Nyakinama,3569,6372,11125,4375,2877,3897,9659,1217,3580,4851,5020,801
Western,Kisoro,Nyarubuye,3596,6095,10560,3926,2822,3729,9463,1103,3526,4683,4648,763
Western,Kisoro,Nyarusiza,5831,10179,17632,6779,4642,5601,14453,1669,5464,7288,7414,1180
Western,Kisoro,Nyundo,2511,4325,7578,2922,2006,2672,6482,649,2569,3413,3146,420
Western,Kisoro,District,51843,90189,159264,61164,43437,56350,139862,14922,54353,72005,69634,10202
Western,Kyegegwa,Hapuuyo,9361,15476,25924,9808,6207,9556,21755,1751,8574,11625,9575,1347
Western,Kyegegwa,Kabweza Kyegegwa,5098,8387,14142,5255,3564,5428,12572,1123,4875,6570,5381,836
Western,Kyegegwa,Kakabara,10155,16565,27456,10128,6648,10769,24028,1684,9408,12928,10515,1253
Western,Kyegegwa,Kasule,5013,8232,13710,5095,3253,5023,11686,827,4492,6188,5164,622
Western,Kyegegwa,Kyegegwa Town Council,3499,5706,9746,3515,2661,4513,9649,752,4013,5476,4332,616
Western,Kyegegwa,Mpara,7813,12972,21592,8060,5277,8245,18872,1398,7248,9971,8353,1045
Western,Kyegegwa,Ruyonza,5503,9038,15268,5626,3801,6102,14538,1137,5202,7352,6086,862
Western,Kyegegwa,Rwentuha,7319,12131,20382,7601,4942,7715,17924,1526,6754,9375,8159,1221
Western,Kyegegwa,Kyaka Ii Refugee Camp,3697,6222,10219,3814,2410,3637,8404,548,3181,4348,3783,349
Western,Kyegegwa,District,57458,94729,158439,58902,38763,60988,139428,10746,53747,73833,61348,8151
Western,Kyenjojo,Bufunjo,10827,17756,29169,10843,6745,10450,23798,1784,9240,12640,10652,1360
Western,Kyenjojo,Bugaaki,5391,9096,15939,5845,4500,7522,17030,1974,6739,9195,7010,1557
Western,Kyenjojo,Butiiti,3181,5617,10042,3870,2847,3861,9308,1232,3755,4979,3968,1010
Western,Kyenjojo,Butunduzi,2688,4466,7291,2743,1683,2552,6024,535,2219,3089,2742,379
Western,Kyenjojo,Butunduzi Town Council,2825,4848,8019,3022,1891,3048,6979,520,2588,3673,3160,357
Western,Kyenjojo,Katooke,7263,12174,20467,7568,5180,7476,17142,1459,6989,9353,7489,1035
Western,Kyenjojo,Katooke Town Council,2823,4706,8081,2994,2157,3333,7487,657,3073,4077,3217,476
Western,Kyenjojo,Kigaraale,5056,8444,13867,5073,3387,5091,11392,1046,4594,6277,5190,865
Western,Kyenjojo,Kihuura,5796,9739,16392,6084,4138,6349,14330,1437,5720,7771,6192,1139
Western,Kyenjojo,Kisojo,4442,7332,12508,4654,3180,4742,10635,1178,4342,5842,4576,997
Western,Kyenjojo,Kyarusozi,12036,20078,33027,12427,7834,12099,28093,2266,10790,14614,12296,1514
Western,Kyenjojo,Kyarusozi Town Council,2238,3733,6339,2355,1687,3689,7403,578,2979,4212,2950,453
Western,Kyenjojo,Kyenjojo Town Council,3825,6605,11636,4332,3393,6086,12768,999,5233,7227,5742,736
Western,Kyenjojo,Nyabuharwa,4741,8195,14052,5397,3582,5109,12037,1282,4800,6429,5130,1016
Western,Kyenjojo,Nyankwanzi,5666,9430,15903,5852,4056,5829,13286,1009,5492,7254,5895,658
Western,Kyenjojo,Nyantungo,4637,7838,13587,5073,3674,5205,11850,1293,5095,6618,5019,1093
Western,Kyenjojo,District,83435,140057,236319,88132,59934,92441,209562,19249,83648,113250,91228,14645
Western,Masindi,Kigulya Division,2178,3826,6727,2594,1872,2765,6547,651,2481,3341,2721,458
Western,Masindi,Karujubu Division,4030,6975,12272,4748,3313,5410,12256,961,4855,6598,5215,692
Western,Masindi,Nyangahya Division,2226,3893,6795,2604,1851,2889,6875,720,2632,3493,2855,524
Western,Masindi,Central Division,6160,10463,18691,6813,5605,10713,22316,964,8990,12636,11179,650
Western,Masindi,Budongo,9658,16391,28241,10884,7109,11799,27031,1662,10010,14125,11606,1101
Western,Masindi,Bwijanga,9260,15829,27666,10480,7512,11485,27437,2242,10379,14116,11316,1590
Western,Masindi,Kimengo,2337,3909,6676,2478,1755,3260,7468,531,2664,3818,2817,374
Western,Masindi,Miirya,3633,6236,10822,4130,2927,4638,10766,814,4092,5571,4213,564
Western,Masindi,Pakanyi,11266,19415,32903,12551,8332,12560,29508,2079,11233,15264,12835,1425
Western,Masindi,District,50748,86937,150793,57282,40276,65519,150204,10624,57336,78962,64757,7378
Western,Mbarara,Kakoba Division,7406,11741,19984,6660,6108,19707,34232,708,14101,21170,17040,429
Western,Mbarara,Kamukuzi Division,4358,7085,12616,4227,4215,12007,22118,801,9283,13294,11069,527
Western,Mbarara,Nyamitanga Division,3597,5755,9638,3238,2770,7470,14009,533,5512,8236,6763,367
Western,Mbarara,Biharwe Division,3584,6176,11149,4287,3137,4996,12034,929,4466,6162,5359,660
Western,Mbarara,Kakiika Division,3512,5843,9984,3615,2774,5745,12075,690,4537,6617,5580,475
Western,Mbarara,Nyakayojo Division,5896,10301,18776,7271,5404,8652,20761,1946,7744,10559,8804,1408
Western,Mbarara,Bubaare,3241,5784,11200,4475,3428,5126,12649,1094,4694,6365,5529,760
Western,Mbarara,Bukiro,2383,4346,7881,3183,2126,2880,7444,790,2712,3664,3279,578
Western,Mbarara,Kagongi,3249,5772,10975,4279,3316,4149,10959,1179,4198,5449,4842,832
Western,Mbarara,Kashare,3789,6699,12250,4862,3336,4391,11708,1240,4229,5684,5249,887
Western,Mbarara,Rubaya,2789,5065,9478,3830,2712,3854,9895,942,3630,4848,4149,656
Western,Mbarara,Rubindi,4088,7082,12651,4867,3477,5077,12585,1225,4626,6368,5785,899
Western,Mbarara,Rwanyamahembe,4048,7295,13491,5323,3976,6138,14796,1351,5531,7588,6713,960
Western,Mbarara,Bugamba,5748,10310,18917,7585,5257,7058,17935,1804,6747,9003,7790,1270
Western,Mbarara,Mwizi,6645,11520,19965,7973,4856,7020,16968,1268,6462,8776,7585,805
Western,Mbarara,Ndeija,4910,8825,16172,6442,4602,6906,16814,1577,6361,8648,7429,1124
Western,Mbarara,Rugando,3895,6989,13349,5280,4060,5806,14643,1634,5406,7272,6255,1215
Western,Mbarara,District,73138,126588,228476,87397,65554,116982,261625,19711,100239,139703,119220,13852
Western,Mitooma,Bitereko,4856,8679,15642,6174,4395,5757,14119,1292,5680,7428,6614,890
Western,Mitooma,Kabira,1797,3243,6098,2361,1799,2012,5599,761,2152,2751,2676,566
Western,Mitooma,Kanyabwanga,3539,6155,10410,3986,2626,3596,9063,813,3339,4540,4216,561
Western,Mitooma,Kashenshero,2180,3716,6650,2453,1924,2438,6236,721,2480,3222,2894,509
Western,Mitooma,Kashenshero Town Council,964,1643,2862,1023,847,1325,3138,286,1212,1635,1489,203
Western,Mitooma,Katenga,2600,4712,9253,3642,2932,3517,9266,1177,3635,4672,4320,895
Western,Mitooma,Kiyanga,4093,6843,11386,4322,2641,4068,9904,753,3601,4985,4496,459
Western,Mitooma,Mayanga,1986,3539,6372,2525,1737,1977,5467,742,2086,2664,2507,544
Western,Mitooma,Mitooma,2894,5282,10120,3959,3166,3553,9560,1180,3810,4850,4348,863
Western,Mitooma,Mitooma Town Council,761,1384,2719,1052,908,1355,3223,323,1303,1730,1475,249
Western,Mitooma,Mutara,3750,6718,12691,5009,3775,4396,11941,1384,4610,5918,5514,957
Western,Mitooma,Rurehe,2099,3739,6911,2677,1996,2179,5951,808,2304,2987,2816,587
Western,Mitooma,District,31519,55653,101114,39183,28746,36173,93467,10240,36212,47382,43365,7283
Western,Ntoroko,Butungama,1766,3107,5553,2151,1544,2010,4763,428,1897,2544,1960,286
Western,Ntoroko,Bweramule,1137,1973,3551,1372,1023,1271,3144,304,1250,1623,1330,202
Western,Ntoroko,Kanara,1402,2400,4065,1460,1126,1959,4485,220,1545,2266,1767,141
Western,Ntoroko,Kanara Town Council,1472,2372,3764,1301,921,2252,4550,150,1595,2434,2019,96
Western,Ntoroko,Karugutu,1308,2171,3609,1341,902,1319,3094,203,1162,1582,1342,124
Western,Ntoroko,Karugutu Town Council,1930,3249,5644,2022,1589,2369,5514,392,2153,2924,2475,255
Western,Ntoroko,Kibuuku Town Council,367,638,1121,407,346,549,1220,73,483,637,493,46
Western,Ntoroko,Nombe,1800,2998,4994,1841,1231,1703,3841,289,1634,2132,1699,183
Western,Ntoroko,Rwebisengo,717,1279,2454,915,812,1000,2423,271,1022,1299,993,196
Western,Ntoroko,Rwebisengo Town Council,480,808,1515,510,521,804,1843,142,725,998,838,103
Western,Ntoroko,District,12379,20995,36270,13320,10015,15236,34877,2472,13466,18439,14916,1632
Western,Ntungamo,Central Division,1018,1730,3164,1183,967,1851,4133,205,1469,2165,1877,137
Western,Ntungamo,Eastern Division,811,1379,2543,885,817,1615,3479,196,1343,1913,1493,133
Western,Ntungamo,Western Division,749,1196,2052,701,586,1361,2837,143,1032,1538,1261,95
Western,Ntungamo,Bwongyera,5857,10535,19710,7709,5742,6286,17251,1897,6719,8551,7939,1354
Western,Ntungamo,Ihunga,4352,7671,14209,5524,4077,5175,13563,1454,5236,6818,6299,1077
Western,Ntungamo,Kibatsi,3379,6008,10743,4166,2936,3625,9747,1150,3629,4804,4616,844
Western,Ntungamo,Nyabihoko,3688,6661,12319,4890,3503,4135,11178,1229,4236,5518,4788,856
Western,Ntungamo,Rwashamaire Town Council,1078,1842,3462,1309,1067,1647,3891,384,1527,2058,1824,273
Western,Ntungamo,Itojo,3399,6084,11570,4605,3487,4855,12143,1151,4604,6165,5280,812
Western,Ntungamo,Kitwe Town Council,3339,5679,9839,3816,2488,3731,9223,767,3328,4543,4187,489
Western,Ntungamo,Ntungamo,5328,9259,16753,6515,4637,6361,16088,1638,6107,8158,7101,1147
Western,Ntungamo,Nyakyera,7147,12612,22117,8737,5645,7269,18855,1751,6987,9368,8541,1208
Western,Ntungamo,Ruhaama,8092,14199,24214,9493,5835,8184,21028,1977,7475,10236,9558,1335
Western,Ntungamo,Rukoni East,4322,7549,13318,5356,3305,4445,11743,1104,4077,5574,5205,691
Western,Ntungamo,Rukoni West,3169,5386,9515,3659,2496,3282,8440,762,3121,4158,3835,532
Western,Ntungamo,Rweikiniro,6856,11956,20830,8139,5271,6655,17986,1752,6404,8541,7911,1183
Western,Ntungamo,Kayonza,4554,7919,14284,5563,3967,5951,14830,1424,5374,7311,6369,961
Western,Ntungamo,Ngoma,4746,8200,14532,5632,3934,5720,14584,1210,5162,7027,6053,779
Western,Ntungamo,Rubaare,4296,7372,13434,5142,3817,5440,13406,1108,5184,6856,5818,742
Western,Ntungamo,Rubaare Town Council,2122,3570,6307,2358,1781,3556,7631,435,2899,4123,3475,280
Western,Ntungamo,Rugarama,5383,9482,17123,6714,4694,6250,16156,1526,6016,8025,6964,1036
Western,Ntungamo,District,83685,146289,262038,102096,71052,97394,248192,23263,91929,123450,110394,15964
Western,Rubirizi,Katanda,617,939,1562,542,385,1092,2446,98,3255,4386,4092,525
Western,Rubirizi,Katerera,2624,4861,9144,3703,2633,3405,8545,867,1763,2354,2284,321
Western,Rubirizi,Katerera Town Council,1877,3528,6540,2727,1764,2150,5719,599,1733,2392,2201,269
Western,Rubirizi,Katunguru,1109,2021,3945,1557,1258,1831,4344,396,740,1173,923,58
Western,Rubirizi,Kichwamba,2142,3996,7508,3131,2046,2402,6470,694,3365,4407,3954,580
Western,Rubirizi,Kirugu,2237,4158,7682,3170,2121,2471,6496,670,2101,2865,2578,350
Western,Rubirizi,Kyabakara,3651,6476,11239,4444,2768,3381,8908,816,2142,2919,2794,338
Western,Rubirizi,Magambo,1904,3383,5933,2373,1477,1861,5204,487,2036,2752,2572,424
Western,Rubirizi,Rubirizi Town Council,1546,2643,4749,1801,1344,1951,4757,390,1664,2273,2061,286
Western,Rubirizi,Rutoto,1957,3423,6184,2454,1627,2320,5730,498,2298,3104,2997,498
Western,Rubirizi,Ryeru,2530,4286,7338,2829,1783,2337,6235,536,2466,3252,3096,461
Western,Rubirizi,District,22194,39714,71824,28731,19206,25201,64854,6051,23563,31877,29552,4110
Western,Rukungiri,Buyanja,5386,9685,18458,7167,5756,7640,19523,2336,7662,9926,8466,1745
Western,Rukungiri,Kebisoni,3942,7132,13693,5361,4228,5129,13639,1606,5266,6794,6099,1166
Western,Rukungiri,Nyakishenyi,6124,10714,19192,7617,5050,6380,16905,1903,6439,8410,7893,1323
Western,Rukungiri,Nyarushanje,6992,12578,23184,9256,6602,9031,23411,2605,8847,11622,10759,1789
Western,Rukungiri,Bugangari,5018,8934,16246,6365,4552,5696,15379,1605,5557,7382,6678,1122
Western,Rukungiri,Buhunga,3471,6284,12110,4856,3673,4083,11320,1515,4370,5542,5118,1115
Western,Rukungiri,Bwambara,5265,9062,15538,6011,3844,5621,14626,1235,4996,6879,6478,815
Western,Rukungiri,Nyakagyeme,4769,8669,16620,6530,5093,6411,17021,2071,6361,8361,7361,1476
Western,Rukungiri,Ruhinda,4339,7740,14337,5540,4239,4706,13035,1586,4991,6383,5993,1129
Western,Rukungiri,Eastern Divison,1565,2838,5575,2152,1879,2637,6551,647,2588,3387,2895,463
Western,Rukungiri,Southern Division,1152,1999,3922,1412,1375,2139,5159,502,1965,2660,2265,348
Western,Rukungiri,Western Division,1920,3334,6376,2320,2180,3630,8134,592,3225,4420,3663,429
Western,Rukungiri,District,49943,88969,165251,64587,48471,63103,164703,18203,62267,81766,73668,12920
Western,Sheema,Kashozi,2164,3833,7082,2787,2077,2988,7549,820,2872,3789,3356,572
Western,Sheema,Bugongi Town Council,1668,3082,5893,2406,1787,2432,6290,715,2360,3093,2817,504
Western,Sheema,Kabwohe Itendero T. C.,2730,4620,8573,3189,2646,5342,11452,825,4422,6210,5306,619
Western,Sheema,Kagango,2788,5199,10085,4015,3180,4127,10844,1133,4055,5313,4785,802
Western,Sheema,Kasaana,2600,4790,9067,3685,2658,3453,8869,982,3331,4414,3895,693
Western,Sheema,Kigarama,3074,5597,10762,4343,3166,4254,11372,1193,4086,5491,5067,842
Western,Sheema,Rugarama,1522,2802,5404,2252,1538,1937,5188,578,1915,2512,2268,395
Western,Sheema,Kitagata,2634,4747,9153,3626,2750,3581,9650,1216,3492,4621,4357,913
Western,Sheema,Kyangyenyi,4407,8071,15683,6200,4865,6528,16560,1711,6401,8469,7265,1240
Western,Sheema,Masheruka,2406,4235,8114,3238,2469,3530,8904,994,3401,4477,3964,723
Western,Sheema,Shuuku,1769,3050,5888,2301,1779,2465,6269,663,2354,3163,2811,493
Western,Sheema,Sheema Town Council,2323,4133,7898,3061,2486,3621,9028,1099,3527,4624,4084,818
Western,Sheema,District,30085,54159,103602,41103,31401,44258,111975,11929,42216,56176,49975,8614
Central,Buikwe,Central Division -Lugazi,5479,9470,17403,6450,5515,10899,21834,661,8987,12725,10517,383
Central,Buikwe,Kawolo Division - Lugazi,6653,11927,21542,8553,5945,8915,20852,1884,8027,10810,8982,1302
Central,Buikwe,Najjembe Division - Lugazi,5252,9442,17346,6889,4914,7196,17062,1477,6403,8754,7184,1013
Central,Buikwe,Buikwe,3087,5696,10504,4364,2884,3368,8737,951,3366,4397,3724,644
Central,Buikwe,Buikwe Town Council,2744,4979,9279,3618,2766,3553,8402,690,3350,4483,3828,473
Central,Buikwe,Najja,8111,14173,25089,9821,6680,9278,21962,1671,8658,11590,9963,1129
Central,Buikwe,Ngogwe,6006,10879,20050,8179,5445,6661,17131,1745,6344,8425,7105,1212
Central,Buikwe,Njeru Town Council,10959,18962,33797,12579,10124,18589,38333,1800,15734,21920,18494,1147
Central,Buikwe,Nkokonjeru Town Council,1385,2454,4501,1753,1325,1975,4504,327,1787,2451,2061,208
Central,Buikwe,Nyenga,9194,16333,28201,11213,7155,10006,24107,2152,9327,12280,10492,1431
Central,Buikwe,Ssi-Bukunja,4698,8029,13820,5421,3502,5454,13038,1178,4662,6433,5431,801
Central,Buikwe,Wakisi,6854,12202,22339,8831,6350,8863,21191,1890,8364,11129,9086,1321
Central,Buikwe,District,70422,124546,223871,87671,62605,94757,217153,16426,85009,115397,96867,11064
Central,Bukomansimbi,Bigasa,7495,13391,24639,9910,6603,7104,20040,2238,7278,9468,8245,1542
Central,Bukomansimbi,Bukomansimbi Town Council,1590,2837,5202,2061,1416,2039,4898,476,1826,2540,2205,338
Central,Bukomansimbi,Butenga,6386,11849,22007,9106,5863,6329,18203,2594,6409,8399,7489,1858
Central,Bukomansimbi,Kibinge,5370,9811,18431,7459,5194,5757,16047,2105,5806,7544,6676,1500
Central,Bukomansimbi,Kitanda,4821,8759,16545,6879,4453,4854,13637,1466,4918,6401,5603,1029
Central,Bukomansimbi,District,25662,46647,86824,35415,23529,26083,72825,8879,26237,34352,30218,6267
Central,Butambala,Budde,2384,4261,7784,3041,2216,2804,6842,621,2806,3590,2888,442
Central,Butambala,Bulo,3383,6029,11101,4446,3039,3445,8806,904,3338,4423,3839,638
Central,Butambala,Gombe Town Council,2678,4821,8966,3626,2456,2860,7500,772,2787,3663,3238,521
Central,Butambala,Kalamba,3265,6056,11361,4660,3238,3596,9391,999,3544,4604,3869,673
Central,Butambala,Kibibi,2567,4615,8214,3225,2211,2842,6895,607,2690,3562,3075,419
Central,Butambala,Ngando,3464,6213,11365,4547,3059,3258,8535,895,3221,4244,3569,642
Central,Butambala,District,17741,31995,58791,23545,16219,18805,47969,4798,18386,24086,20478,3335
Central,Buvuma,Bugaya,871,1368,2013,680,419,1266,2901,119,831,1310,1155,79
Central,Buvuma,Busamuzi,3465,5646,8875,3273,1894,3390,8314,446,2694,3871,3483,234
Central,Buvuma,Buvuma Town Council,2070,3296,5048,1779,1073,2278,5239,238,1772,2562,2203,147
Central,Buvuma,Buwooya,2630,4423,6979,2601,1506,2400,5613,295,2060,2862,2454,172
Central,Buvuma,Bweema,1732,2601,3762,1159,830,2582,5347,172,1756,2714,2098,91
Central,Buvuma,Lubya,1190,1865,2622,873,473,1985,3869,42,1135,1987,1659,16
Central,Buvuma,Lwajje,750,1053,1471,406,311,1441,2814,61,866,1415,1094,27
Central,Buvuma,Lyabaana,860,1107,1421,304,278,2159,4396,45,1070,2037,1708,19
Central,Buvuma,Nairambi,4052,6495,9862,3479,2009,4425,10283,389,3217,4771,4393,217
Central,Buvuma,District,17620,27854,42053,14554,8793,21926,48776,1807,15401,23529,20247,1002
Central,Gomba,Kabulasoke,8865,15810,28668,11479,7661,8982,24097,2584,8763,11579,9589,1771
Central,Gomba,Kanoni Town Council,2110,3702,6742,2600,1886,2468,6246,598,2357,3133,2588,379
Central,Gomba,Kyegonza,5377,9595,17576,7052,4689,5247,14485,1655,5265,6856,5739,1164
Central,Gomba,Maddu,6373,10846,19036,7287,4959,7201,18126,1660,6351,8756,7166,1098
Central,Gomba,Mpenja,5601,9895,18076,7066,5064,5899,15846,1863,5868,7673,6081,1307
Central,Gomba,District,28326,49848,90098,35484,24259,29797,78800,8360,28604,37997,31163,5719
Central,Kalangala,Bujumba,1860,2685,3802,1119,756,3775,7553,226,2217,3782,2833,141
Central,Kalangala,Kalangala Town Council,728,1165,1897,659,489,1409,2938,96,940,1528,1291,61
Central,Kalangala,Mugoye,2183,3352,5161,1761,1090,3179,6958,300,2086,3372,2813,182
Central,Kalangala,Bubeke,725,986,1327,344,248,1634,3318,62,809,1533,1386,37
Central,Kalangala,Bufumira,1768,2481,3339,942,600,2982,6255,147,1623,2900,2581,84
Central,Kalangala,Kyamuswa,789,1092,1500,405,286,1389,3011,91,759,1380,1194,54
Central,Kalangala,Mazinga,670,871,1093,231,194,1737,3711,40,801,1598,1405,21
Central,Kalangala,District,8723,12632,18119,5461,3663,16105,33744,962,9235,16093,13503,580
Central,Kalungu,Bukulula,7362,13478,24806,10149,6747,7504,20597,2631,7530,9885,8797,1908
Central,Kalungu,Kalungu,6030,11309,21135,8823,5680,5971,17952,2790,6177,8059,7205,2010
Central,Kalungu,Kalungu Town Council,1282,2410,4337,1768,1179,1501,3888,583,1404,1883,1635,435
Central,Kalungu,Kyamulibwa,5572,10272,19397,7945,5450,5335,15408,1951,5778,7338,6396,1394
Central,Kalungu,Lukaya Town Council,4100,7059,12482,4711,3442,5813,12654,614,4880,6954,6046,372
Central,Kalungu,Lwabenge,6252,10996,20022,7943,5409,5937,16312,1827,6074,7868,6708,1263
Central,Kalungu,District,30598,55524,102179,41339,27907,32061,86811,10396,31843,41987,36787,7382
Central,Kampala,Central Division,8610,14417,26998,9413,9580,28392,53357,1731,21231,31186,24636,1031
Central,Kampala,Kawempe Division,50195,81228,139681,46980,43140,119666,214603,5952,91308,132072,109139,3696
Central,Kampala,Lubaga Division,58663,93839,160479,53085,49494,135804,243544,6824,102224,150130,125688,4378
Central,Kampala,Makindye Division,54674,89852,159663,54491,51533,141018,255485,6824,105630,155662,127277,4340
Central,Kampala,Nakawa Division,41080,67548,120761,41477,39390,112196,205265,5553,83391,123670,101980,3468
Central,Kampala,District,213222,346884,607582,205446,193137,537076,972254,26884,403784,592720,488720,16913
Central,Kayunga,Bbaale,3121,5402,9315,3653,2390,3660,8775,681,3173,4352,3570,454
Central,Kayunga,Galiraya,4931,8267,13539,5065,3206,5258,12095,732,4525,6236,5101,474
Central,Kayunga,Kayonza,11316,20155,35812,14334,9277,10837,27711,2777,10620,13924,11760,1895
